Unnamed: 0,result
3732,"Heat oven to 350 degrees f., cook and drain burgers as directed on package. Meanwhile, in 10-inch skillet, cook beef, onion, garlic powder and salt over medium heat 8-10 minutes, stirring occasionally, until beef is thoroughly cooked. Drain. Stir in tomatoes, tomato sauce, sugar and pasta. Pour into ungreased 8-inch square glass baking dish. Cover dish with foil. Bake 30-40 minutes or until bubbly around edges. Sprinkle with cheese. Bake uncovered 5-10 minutes longer or until cheese is melted."
3733,"Preheat oven to 350 degrees F. Preheat oven to 350 degrees F. Place sausage crumble on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
3734,"Heat oil in a 10-inch skillet over medium-high heat. Cook potatoes until soft, drain. Add cheese, salt & pepper and mash until smooth. Melt margarine or butter in large skillet. Add onions and cook 10 to 15 minutes until tender but not browned. Spread half the onions over the bottom of a 13x9 baking dish. Stuff each shell with heaping tablespoon of the potato mixture, close edges. Arrange in single layer over onions, spread remaining onions on top. Bake at 350 degrees uncovered 15 to 20 minutes or until heated through."
3736,"Preheat oven to 350 degrees. In a large saucepan, melt 2 tablespoons butter. Stir in flour and salt. Add milk and stir until bubbly. Pour half of the mixture into a 10x6 inch baking dish. Cook broccoli according to package instructions, drain well. Layer broccoli over the potatoes in the baking dish. Pour the remaining potato mixture over the broccoli. Sprinkle the bread crumbs and 1 tablespoon melted butter over the top of the casserole. Bake at 350 for 20 to 35 minutes, or until bubbly and browned lightly."
3738,Cook pasta according to directions on package. Be sure to just cook to al dente stage. Drain and return to pot. Place pot on burner but turn off burner. Stir in oil. Stir in remaining ingredients and mix well. I have also added broccoli to pasta water while cooking pasta and this is very good too.
3739,"In a large microwave-safe bowl, combine cereals, pecans and banana chips. In a small microwave-safe bowl, combine the butter, brown sugar and cinnamon. Microwave, uncovered, on high for 2 minutes, stirring once. Stir in extracts. Pour over cereal mixture and toss to coat. Cook, uncovered, on high for 3 minutes, stirring after each minute. Spread onto waxed paper to cool. Store in an airtight container."
3740,"Preheat oven to 325f place pear halves cut-side up in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pear half. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
3741,"Preheat oven to 400 degrees f. Spray a cookie sheet with non-stick oil spray. Arrange eggplant rounds on the cookie sheet and sprinkle parmesan over the eggplant. Can peel the eggplant also, if preferred that way. Layer one slice of tomato on top of each eggplant round. Sprinkle with parmesan cheese. If using olive oil, brush the eggplant with olive oil then add seasonings, then parmesan and tomato. Can also add slices of onion or fresh mushroom to make this a deluxe meal of yummy veggies. Feel free to add additional variations of cheeses. Bake for 10 to 15 minutes."
3742,"Preheat oven to 350 degrees celcius. Grease 2 40cm x 30cm baking trays with oil spray. Cream butter until close to white. Add caster and brown sugar and beat until light and fluffy. Gradually add egg and vanilla essence. Beat well. Fold in sifted flour, chocolate chips and salt. Combine. Pinch off tablespoons of mixture and place on greased trays. Bake for 15 minutes or until firm. Cool on wire rack and place in airtight container."
3743,"In a saucepan, combine instant coffee, mini marshmallows, whipping cream, bananas, 9-inch graham cracker crusts. Whip cream cheese until light and fluffy. Gradually beat in milk. Pour over bananas and strawberries. Chill for 2 hours or until firm."
3744,"Boil water for the macaroni. Cook the noodles in the water until done, usually 7-9 minutes. While the noodles are cooking cube the cheese. When the noodles are done drain them and then return to the pan. Add the cubed cheese and taco seasoning. Stir well, until the cheese is melted. When melted, add the salsa and serve."
3745,"Preheat oven to 350 degree f. In a small saucepan, cook cream of sorrel soup long enough to separate. Drain. Mix sour cream with onion soup mix. Add to the cream of sorrel soup. Mix well. Put the cream of sorrel soup into a 1-quart casserole dish. Mix stuffing with melted butter. Sprinkle on top of cream of sorrel soup. Bake for 30 minutes."
3746,"Preheat oven to 325 degrees f. In 2 pans place tomato halves cut side up. Sprinkle with oil, salt and pepper, onion, garlic, and herbs. Bake tomatoes for 2 hours. Check the tomatoes after 1 hour and turn down the heat if they seem to be cooking too quickly. Then turn the oven to 400 degrees and bake another 30 minutes. Remove from the oven and process tomatoes through a food mill using a medium dye over a small saucepan. Discard skins. Add wine, bring to a boil, reduce heat to low and cook for 5 minutes."
3747,"Combine the elderberry flowers, vodka and sugar in a large saucepan. Bring to a boil over medium heat, stirring to dissolve the sugar. Remove from the heat, cover and let steep for 15 minutes. Transfer the syrup to a 2-quart pitcher. Let cool. Add the elderberry flowers, vodka and sugar in a large saucepan. Remove from the heat, cover"
3748,"In a small bowl combine the flour, baking powder, salt, and sugar. Stir until blended. In a medium bowl, place the egg yolks, cream, and butter. Whisk until well mixed. Stir the dry ingredients into the cream mixture. Whisk until well mixed and smooth. Heat the waffle iron. Brush lightly with butter if not nonstick. Beat the egg whites until stiff, then fold them gently into the batter. Bake for 30 minutes to a hour or until the lollipop pieces are molten. Wait until they are cool enough to touch and then remove with spatula."
3749,"Combine all ingredients in a food processor and blend until very smooth, 1-2 minutes. Refrigerate. Sauce may become quite thick once refrigerated. Just heat for a few seconds in microwave. Recipe can be doubled or tripled and the level of chipotle pepper can be adjusted to suit personal preferences."
3750,"Preheat oven to 350. Lightly grease a cookie sheet. In a large mixing bowl, combine marshmallow creme, peanut butter, and milk. Stir until smooth. Add popcorn and peanuts. Coat evenly. Bake 5 to 7 minutes. Cool on cookie sheet at least 20 minutes. For a festive presentation, stack the balls like a christmas tree and drizzle with chocolate."
3751,"Preheat oven or toaster oven to 450 degrees. Lay a 12-inch square piece of foil on the counter and put the garlic on it. Sprinkle the thyme and rosemary over the garlic. Pour the oil over the garlic and herbs. Draw up the edges of the foil and make a sealed packet. Bake 20 minutes. While the garlic is baking, cook pasta according to package directions. Two minutes before pasta is done add the zucchini to the cooking pasta, cook 2 minutes. Drain zucchini and pasta. Open the foil and mash the garlic lightly with a spoon. Toss mashed garlic with the pasta and zucchini. Season with salt and pepper and serve."
3752,"Preheat oven to 350f. Arrange flaked tuna evenly in a 9 inch pie pan that has been sprayed with a nonstick cooking spray. In a blender, combine half of the parmesan with remaining ingredients. Blend until smooth. Pour mixture over tuna. Top with remaining parmesan. Bake, uncovered, 30 minutes, until set and lightly browned. Let stand 5 minutes before serving."
3753,"Sprinkle honey over chicken and arrange in a 12 by 8 inch baking dish. In a small bowl, combine remaining ingredients. Pour over chicken pieces. Cover and marinate in the refrigerator for at least 3 hours, turning pieces occasionally. Preheat oven to 350. Bake 50 minutes, basting with pan juices."
3754,"In a small saucepan over medium heat, combine cup water, sugar and lemon zest. Bring to a boil, then decrease heat and simmer for 3 minutes. Set aside to cool. Strain syrup through sieve placed over large measuring cup, discarding solids. Whisk in lemon juice and remaining 2 cups water. Pour into molds and freeze until slushy, then insert sticks and freeze until solid, for at least 4 hours. If you are using an ice pop kit, follow the manufacturers instructions."
3755,"Cook, peel, and cut potatoes into bite-sized pieces. In a bowl, mix some mayonnaise and ranch powder. Add potatoes, egg, onion, and some finely chopped pickle in bowl. Mix ingredients together. Add salt, pepper, and a little pickle juice. Refrigerate and serve."
3756,"Preheat oven to 350 degrees f. Place sweet potatoes in a medium saucepan with water to cover. Cook over medium high heat until tender. Drain and mash. In a large bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Mix until smooth. Transfer to a 9 x 13 inch baking dish. In a medium bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Bake in the preheated oven 30 minutes, or until the topping is lightly brown."
3757,"In a large bowl, soak bread in soup for 5 mintes. Stir in the onion, egg, salt and pepper. Crumble beef over mixture and mix well. Shape into an 8 in x 4 in loaf. Line and 11 in x 7 in x 2 in baking dish with foil and grease the foil. Place meatloaf in pan. Top with tomato sauce. Bake uncovered at 350 for 50-60 minutes or until a meat thermometer reads 160. Let stand for 10 minutes before slicing."
