response,target_recipe
"Place 1 slice of cream cheese in center of one slice of bread, spreading out to edges. Top with 1 slice of pickle. Place 2 slices of ham on top, overlapping slightly. Sprinkle 1 tablespoon mustard over top of ham. Top with 1 slice swiss cheese. Cover with other slice of bread. Heat in panini maker or skillet over medium heat until browned on both sides and cheese is melted.",99265
"Mix pudding with milk according to directions on box. Chill until set. Fold in whipped topping and fruit. Serve immediately or chill until serving time.
 chocolate cranberry shakeingredients: cranberries, fresh or frozen banana, fat-free vanilla frozen yogurt, chocolate saucepreparation:Place 1/4 cup cranberries and the frozen banana into a blender container and process until smooth. Add 1/2 cup of yogurt and process until smooth. Divide into 2 glasses and top each with 2 tablespoons of chocolate sauce. Serve immediately.",488984
"In a large pot saute the garlic in the oil until fragrant. Add the bay leaves and sage and let cook for 2 minutes. Add the potatoes and cook for 10 minutes. Add the broth, bring to a boil and simmer for 20 minutes or until the potatoes are tender. Add the egg yolks and the cumin. Season with salt and freshly ground black pepper. Ladle the soup into 4 bowls and place a slice of Gruyere cheese in each bowl. Bake the cheese until melted. Sprinkle with sage.",176270
"Mix cranberry sauce with ketchup. Add brown sugar, broth, and a little water. Bring to a boil. Pour over meatballs in a crockpot. Cook on low for 1 hour. Serve with rolls.
These are easy and delicious. I always get compliments when I serve them.
Mix together all ingredients except for the meat. Form into balls. Brown the balls in a large skillet. Remove the browned balls and put them into a crockpot. Add the remaining ingredients to the crockpot. Cook on low for 8 hours.
I have made these for years. Everyone loves them.
These are delicious! You can use the left over gravy to pour over rice.
Great taste. I put them in the crockpot.
Delicious! I use the leftover sauce to pour over rice.
A great tasting meal in just 20 minutes!
I have made these several times. The kids love them.
I made this for my family, they loved it.
This recipe is a great one for the crockpot.",334083
"Cook orzo according to package directions. Melt butter in a saucepan over medium heat. Add garlic and cook until fragrant, about 30 seconds. Add red pepper flakes. Stirring constantly, add spinach. Add balsamic vinegar. Stir until spinach is wilted. In a small bowl, beat cream and egg. Stir cream mixture into spinach. Stir in cooked orzo. Add cheese. Toss until cheese melts.",61837
"Combine sugar and egg, add vanilla and beat well. Add milk and beat again. Add flour and mix well. Fold in chocolate chips. Pour into unbaked pie shell and bake at 375F for 1 hour. Makes 1 pie (9 inch).",10781
In a large mixing bowl combine all ingredients. Divide into four portions and shape into patties. Brown in a skillet or oven. Serve over rice.,396408
Place green beans and olives in a large mixing bowl. Stir together vinegar and butterpour over beans. Cover and chill. Sprinkle with dill and pimiento before serving. Serve at room temperature.,347960
"In a large pot, saut onions and mushrooms in olive oil. Add carrots, potatoes, black beans, tomatoes and vegetable broth. Bring to a boil and reduce heat. Simmer for 20-30 minutes. Garnish with fresh cilantro. Serve with low-fat sour cream.",57040
Slice ice cream sandwiches into 1-inch strips. Fold ice cream into Cool Whip. Spoon mixture onto waxed paper-lined trays. Sprinkle with toffee bitsdrizzle with caramel topping. Store in freezer until firm.,161794
Tear pineapple into bite-sized pieces. Sprinkle with seasoning. Arrange pineapple and shrimp in a single layer in the center of a square of foil. Add bell pepper and top with butter and brown sugar. Fold foil edges up and over top of mixture to form a packet. Bake at 400 degrees for 10-15 minutes or until pineapple is tender and shrimp is cooked through. Serve immediately.,172990
Put all but the vegetables in a pan over high heat and bring to a boil. Boil for 1 minute then turn off the heat. Add vegetables and let them sit in the brine for at least 24 hours in the fridge (or 48 hours at room temperature). Serve within a week or store in the fridge for up to 3 months.,271274
"Mix butter with flour, vinegar and cold water. Wrap in plastic wrap and freeze. Beat egg yolks with marmalade and lemon juice. Add to dough. Roll into small balls and place on non-stick baking tray. Bake at 175C for 15 minutes.",170523
"Preheat oven to 350 degrees. Butter 2 8x8x2-inch pans. Line the bottoms with waxed paperthis will make it easier to remove the cakes from the pans. Combine sugar and butter in a saucepan. Stir over medium heat until the mixture boils. Remove from heat. Beat in the eggs, one at a time. Add vanilla. In a separate bowl combine flour, baking powder, and salt. Add to the boiling mixture and blend well. Spoon batter into pans. Bake for 25 to 30 minutes. When the edges are lightly browned, turn out onto wire racks. Cool thoroughly. Peel off the waxed paper. Spread with frosting. Makes two 8x8x2-inch pans.",307180
"Preheat oven to 375. In a large bowl, combine the dry ingredients. Mix the peanut butter into the honey with a spatula until smooth. Add the brown sugar. Pour the mixture over the dry ingredients and mix thoroughly. Pour the mixture into a lightly-buttered 13x9x2-inch baking pan. Bake for 15 minutes or until the mixture has hardened. Let cool. Cut into squares.",312445
"Peel daikon and carrot and slice into matchsticks. Place in a large mixing bowl. Combine water and salt in a small pot and bring to a boil over medium-high heat. Once boiling, pour the hot brine over the vegetables. Let stand for 30 minutes. Drain well and place into clean jars or plastic bags with 1 teaspoon sugar. Pour in enough white wine vinegar to cover vegetables. Seal jars and store in refrigerator for up to 1 week.",126799
"Preheat oven to 350 degrees. Grease 9 x 5 x 3-inch loaf pan or two 8-ounce ramekins. In a bowl combine bananas and eggsadd butter, beating well. Combine sour cream, sugar, flour, baking powder, and baking sodaadd to banana mixture. Fold in vanilla and pecans. Pour into pan. Bake 1 hour for a loaf or 50-60 minutes for ramekins. Cool slightly on a wire rack before serving.",272049
Season the fish generously on both sides with salt and pepper. In a small bowl mix the wasabi powder and soy sauce until smooth. In another bowl mix the sesame oil and the peanut oil together. Heat a large nonstick skillet over medium high heat and add the fish. Cook the fish until brown on both sides. Remove the fish from the pan and pour the soy sauce mixture into the pan. Heat the sauce until bubbly. Add the fish to the pan. Spoon the sauce over the fish and garnish with green onion and a lime wedge. Serve immediately.,255915
"In a small saucepan over medium heat, cook sugar and water until bubbles form at the edges of the pan. Stir in the food coloring. Carefully pour over the nuts in the skillet. Cook until the mixture is bubbling and sugar is a deep amber color. Cool for 1 minute then stir until the nuts are coated. Spread the nuts in a single layer on a rimmed baking sheet and let cool. Store in airtight container.",128325
"Spritz a muffin tin with cooking spray. Combine ginger and curry powder. Add the onion and toss. Place a few shrimps in each mold. Top with cilantro and cracked black pepper. Bake 10 minutes. Serve with salad greens and a slice of bell pepper.
 chicken casseroleingredients: chicken breasts, tomato sauce, onion, celery, carrots, mushrooms, chicken broth, chicken bouillon, rice, parsley, salt & pepperpreparation:Preheat oven to 350°F. In a 13x9x2-inch baking dish, combine chicken breast with tomato sauce, onion, celery, carrots, mushrooms, chicken broth, bouillon cubes, rice and parsley. Cover with aluminum foil. Bake 25 to 35 minutes. Remove foil and cook another 5 to 10 minutes. Serve.",66827
With an electric mixer cream the butter and splenda together. Blend in cream cheese and beat well. Fold in the vanilla extract with a spatula. Use immediately or store in the refrigerator for up to 2 weeks. Makes approximately 2 cups of frosting.,114055
Brown beef in pan and add taco seasoning. Drain fat and add diced green chilies. Add cream of chicken soup and simmer until thick. Stir in salsa. Mix together flour tortillas and sour cream and spread in greased 9x13 baking dish. Spread cooked meat and chili mixture over tortillas. Sprinkle cheddar cheese over top. Bake at 350 for 20 minutes or until hot. Serve with salsa.,191223
"In a medium bowl, cream together the butter and powdered sugar. Add the egg yolks and almond and lemon extracts. Sift in the flour and mix well. Chill dough in the refrigerator for 2 hours. In a small saucepan over low heat, stir together the water and corn syrup. Add the lemon juice and glace cherries. Bring to a boil and remove from heat. Stir in the gelatin. Set aside and let cool. On a lightly floured surface, roll dough 1/4 inch thick. Cut into 1 1/4 inch circles. Place a spoonful of the cherry filling in the center of each circle. Fold in half and press edges together. Pinch the edges together to form a ball. Place balls on a lightly greased baking sheet. Bake for 20 minutes. In a small saucepan over low heat, stir together the water and corn syrup. Add the lemon juice and glace cherries. Bring to a boil and remove from heat. Stir in the gelatin. Set aside and let cool.",160990
